Mode: 18 #Games: 10000 Notes: u1-2Trick-50
p_0	p_1	p_2	p_3	pt_0	pt_1	pt_2	pt_3	t_0	t_1	t_2	t_3	A_0	A_1	A_2	A_3	S_0	S_1	7_2	7_3	At_02	suits_0	suits_1	suits_2	suit_3	first_0	first_1	first_2	first_3	fp_02
24	37	33	26	0	16	3	11	3	4	2	1	1	0	1	2	1	2	1	0	0	4	4	4	4	1	0	0	0	49
31	34	18	37	3	17	0	10	2	4	2	2	2	2	0	0	0	0	1	3	0	4	4	4	4	1	0	0	0	45
31	20	19	50	16	10	4	0	4	4	1	1	1	0	0	3	1	1	1	1	1	4	3	4	4	1	0	0	0	20
37	37	24	22	16	11	3	0	3	1	3	3	1	2	1	0	2	1	0	1	0	4	4	4	4	0	1	0	0	80
45	30	26	19	14	16	0	0	2	4	1	3	3	1	0	0	0	1	2	1	1	4	4	4	4	0	1	0	0	67
37	28	25	30	0	13	7	10	0	4	5	1	1	2	0	1	2	0	1	1	0	3	4	4	4	1	0	0	0	54
35	33	5	47	3	13	0	14	2	4	1	3	1	2	0	1	1	0	0	3	0	4	4	4	4	0	0	1	0	34
22	24	37	37	10	3	15	2	2	2	4	2	0	1	2	1	1	1	0	2	1	4	4	4	4	0	1	0	0	78
47	18	21	34	21	6	0	3	2	4	2	2	3	0	0	1	1	0	1	2	1	4	3	4	4	0	0	0	1	57
24	25	39	32	3	12	4	11	3	3	2	2	1	0	1	2	1	1	2	0	0	4	4	4	4	0	0	1	0	52
9	22	37	52	0	5	4	21	2	3	2	3	0	1	1	2	0	0	2	2	0	3	4	4	4	0	1	0	0	48
20	17	45	38	5	11	14	0	4	3	3	0	0	1	2	1	1	0	1	2	0	3	4	4	3	0	0	1	0	88
36	31	23	30	15	12	3	0	5	2	2	1	2	1	1	0	1	1	0	2	1	4	3	3	4	0	0	1	0	86
14	22	39	45	0	0	2	28	1	3	2	4	1	0	1	2	0	1	2	1	0	4	4	4	4	0	0	0	1	33
24	31	31	34	0	17	3	10	1	5	1	3	1	1	1	1	0	1	1	2	0	4	4	4	4	0	0	0	1	51
22	53	38	7	11	10	4	5	1	1	5	3	1	2	1	0	0	2	2	0	1	4	4	3	4	0	0	0	1	87
31	31	22	36	20	10	0	0	4	3	2	1	2	1	0	1	0	2	1	1	1	4	4	4	4	1	0	0	0	56
33	12	30	45	6	0	13	11	3	1	3	3	1	0	0	3	1	0	2	1	0	3	4	4	4	1	0	0	0	75
33	27	37	23	2	0	11	17	3	1	3	3	2	0	2	0	0	2	1	1	1	4	4	4	4	0	1	0	0	61
37	27	36	20	2	4	13	11	3	1	4	2	2	0	1	1	1	1	2	0	0	4	4	3	4	1	0	0	0	92
32	10	43	35	15	0	11	4	5	2	2	1	1	0	2	1	1	1	1	1	1	4	3	4	4	1	0	0	0	92
24	27	29	40	9	0	11	10	4	4	1	1	0	2	1	1	1	0	1	2	1	3	4	4	4	0	0	1	0	78
34	52	21	13	2	24	4	0	2	3	3	2	1	2	1	0	1	2	0	1	0	4	4	4	4	0	1	0	0	60
36	18	17	49	15	0	10	5	4	1	3	2	2	0	0	2	0	1	1	2	1	4	4	4	4	0	1	0	0	79
22	17	54	27	4	2	24	0	2	2	3	3	1	1	1	1	0	0	3	1	1	4	4	4	4	0	0	1	0	77
