Mode: 18 #Games: 1000 Notes: u2-3Trick-500
p_0	p_1	p_2	p_3	pt_0	pt_1	pt_2	pt_3	t_0	t_1	t_2	t_3	A_0	A_1	A_2	A_3	S_0	S_1	7_2	7_3	At_02	suits_0	suits_1	suits_2	suit_3	first_0	first_1	first_2	first_3	fp_02
29	26	27	38	4	11	3	12	2	1	3	4	1	2	0	1	1	0	1	2	0	4	4	4	4	0	0	1	0	46
24	42	25	29	16	10	4	0	4	3	1	2	1	2	1	0	0	2	0	2	1	4	4	4	4	0	0	1	0	63
13	40	43	24	2	4	11	13	4	2	1	3	1	1	2	0	0	2	1	1	1	3	4	4	4	0	0	0	1	79
33	24	20	43	11	12	7	0	3	3	4	0	3	0	0	1	0	1	1	2	1	4	4	4	3	0	0	0	1	69
34	37	31	18	17	11	2	0	3	3	2	2	1	1	1	1	1	2	1	0	0	4	4	4	4	1	0	0	0	71
26	12	50	32	21	3	0	6	3	2	2	3	1	0	2	1	1	0	2	1	1	4	4	4	4	1	0	0	0	88
45	10	20	45	13	3	4	10	5	1	3	1	3	0	1	0	1	0	0	3	1	4	4	4	4	1	0	0	0	120
22	25	22	51	2	11	7	10	2	3	4	1	0	2	1	1	1	0	0	3	0	4	4	4	4	0	1	0	0	71
18	23	42	37	2	10	14	4	3	2	3	2	1	0	1	2	0	2	2	0	1	4	4	4	4	0	1	0	0	68
39	38	8	35	25	0	0	5	4	1	3	2	1	2	0	1	2	1	0	1	1	4	4	4	4	0	0	1	0	66
26	32	22	40	17	0	3	10	4	2	3	1	1	2	1	0	0	1	0	3	1	4	4	4	4	1	0	0	0	82
38	28	28	26	2	0	25	3	2	1	5	2	0	2	1	1	3	0	1	0	1	4	4	4	3	0	0	1	0	84
73	23	4	20	18	10	0	2	3	3	2	2	4	0	0	0	2	1	0	1	1	4	4	4	4	0	0	0	1	118
64	10	41	5	11	6	13	0	1	4	2	3	3	0	1	0	2	0	2	0	1	4	4	4	4	0	1	0	0	83
22	29	25	44	2	4	10	14	2	3	2	3	0	1	1	2	1	1	1	1	0	4	4	4	3	0	0	0	1	35
24	25	40	31	0	3	25	2	2	3	4	1	1	2	1	0	1	0	1	2	1	4	4	4	4	0	0	1	0	68
7	24	36	53	3	15	2	10	2	3	2	3	0	1	2	1	0	0	0	4	0	4	4	4	4	0	0	0	1	60
28	29	23	40	10	16	0	4	2	4	1	3	0	2	0	2	2	0	1	1	0	4	4	4	4	1	0	0	0	25
39	30	38	13	10	6	11	3	3	2	3	2	2	0	2	0	1	2	1	0	1	4	4	4	3	1	0	0	0	93
34	20	35	31	0	5	10	15	0	4	3	3	0	1	2	1	2	0	1	1	0	3	4	3	4	0	1	0	0	70
27	10	50	33	11	5	4	10	2	4	1	3	1	0	2	1	1	0	2	1	1	4	4	4	4	0	1	0	0	54
46	28	18	28	14	0	11	5	4	0	3	3	2	0	1	1	1	2	0	1	1	4	3	4	4	1	0	0	0	77
21	27	24	48	10	0	7	13	2	3	2	3	1	1	0	2	1	1	1	1	0	4	3	4	4	0	0	1	0	40
38	17	56	9	11	2	10	7	1	2	1	6	1	1	2	0	1	0	3	0	1	4	4	4	3	0	0	1	0	48
28	27	48	17	2	24	0	4	4	4	0	2	2	1	1	0	0	1	3	0	0	4	4	3	4	0	0	0	1	70
27	30	29	34	0	7	23	0	0	4	4	2	0	1	1	2	1	1	1	1	1	3	4	4	4	0	1	0	0	41
30	33	11	46	11	9	0	10	3	4	2	1	1	2	0	1	1	0	0	3	1	4	4	4	4	0	0	0	1	38
36	18	28	38	10	3	0	17	1	3	0	6	1	0	1	2	2	1	0	1	0	4	4	3	4	0	1	0	0	65
19	25	44	32	7	0	10	13	5	0	3	2	0	1	2	1	1	1	2	0	0	4	3	4	4	0	0	1	0	109
51	19	18	32	23	0	3	4	4	0	3	3	2	0	1	1	2	1	0	1	1	4	3	4	3	1	0	0	0	65
21	20	34	45	6	10	14	0	4	3	2	1	1	0	2	1	0	1	0	3	1	4	4	4	4	0	1	0	0	79
37	14	36	33	21	0	5	4	4	1	3	2	1	0	2	1	2	1	0	1	1	3	4	4	4	0	0	0	1	76
29	45	18	28	2	13	0	15	1	3	1	5	0	2	1	1	2	1	0	1	0	4	4	4	4	1	0	0	0	25
30	9	48	33	0	3	13	14	2	1	2	5	1	0	2	1	1	0	2	1	1	4	4	4	3	0	0	1	0	91
17	21	40	42	13	4	13	0	5	3	2	0	0	0	1	3	1	1	2	0	1	3	4	4	3	0	0	1	0	31
29	26	26	39	11	16	3	0	4	4	2	0	2	0	0	2	0	2	1	1	1	4	4	4	3	0	1	0	0	42
14	57	17	32	6	11	13	0	4	2	4	0	0	3	0	1	0	2	1	1	0	4	4	4	3	0	0	0	1	38
30	33	19	38	28	2	0	0	5	3	2	0	1	1	0	2	1	1	1	1	1	4	4	4	2	0	0	0	1	32
27	37	9	47	12	18	0	0	2	4	3	1	1	2	0	1	1	0	0	3	0	4	3	4	4	0	0	1	0	50
