124	92
122	82
102	58
128	64
133	88
123	81
135	85
97	44
121	73
112	99
75	39
97	75
109	80
90	72
114	95
96	53
103	73
145	120
120	97
119	88
133	99
96	34
101	76
107	69
122	78
108	43
130	99
84	62
88	62
89	55
106	83
109	90
113	51
89	54
112	68
74	53
107	78
143	72
154	93
84	32
114	73
104	86
115	80
115	82
72	48
100	52
100	82
122	76
82	38
110	59
119	71
107	97
89	47
133	89
95	36
119	85
102	68
142	104
117	72
112	73
104	59
126	91
117	66
137	89
119	49
101	66
148	102
133	70
112	51
130	56
120	67
105	65
110	86
90	53
142	70
109	63
137	88
102	59
105	51
146	109
105	83
112	64
124	100
113	63
129	80
113	90
140	103
131	95
135	82
85	29
125	85
103	47
98	35
102	56
130	88
114	65
94	67
136	96
105	64
88	66
