108	76
88	33
121	100
105	74
127	88
124	84
72	43
146	109
80	22
127	57
106	59
129	77
103	41
118	90
110	62
74	77
120	75
109	74
96	92
98	50
98	65
82	28
72	21
87	32
122	85
137	58
92	23
107	57
89	67
151	107
104	65
95	31
71	33
75	76
96	26
134	80
132	87
80	34
135	99
83	35
73	21
100	62
111	66
123	73
114	107
95	67
125	67
109	60
79	59
104	93
103	68
85	28
89	30
79	59
107	90
105	67
84	33
127	96
130	65
143	108
121	62
109	85
127	104
109	55
81	45
104	73
102	50
117	86
145	99
123	60
119	91
101	48
103	67
113	77
120	50
111	52
118	95
140	96
118	83
116	65
91	20
142	103
111	85
94	63
105	30
138	76
117	79
96	90
106	71
107	72
122	61
125	90
115	65
112	65
115	83
135	77
116	75
150	106
115	66
143	92
