107	41
92	61
100	54
116	89
113	53
88	54
105	48
100	37
100	56
127	92
152	105
118	78
121	88
105	78
103	32
122	80
110	54
129	91
114	66
85	19
102	49
131	74
96	83
108	84
123	70
109	51
127	109
106	85
102	75
126	68
121	59
103	77
92	14
127	109
67	29
93	50
87	62
150	118
118	86
136	106
123	76
87	26
116	75
78	11
124	78
101	93
147	96
102	62
111	71
93	64
117	72
122	74
99	61
91	87
137	91
136	99
132	114
98	47
116	62
98	46
148	107
123	79
110	54
146	107
62	24
117	88
141	117
140	82
119	92
111	43
70	26
98	38
112	78
137	85
123	105
80	35
104	62
126	80
130	93
122	71
104	26
112	57
97	63
131	98
123	64
123	79
68	32
109	57
70	49
108	90
150	90
106	81
132	60
81	46
110	68
134	93
86	12
134	78
113	63
137	110
