139	87
90	59
130	94
127	105
108	66
106	48
134	72
130	104
90	54
114	69
143	100
142	72
125	102
131	72
117	70
112	70
86	23
138	88
83	29
117	85
113	71
120	65
147	67
136	99
122	70
86	32
94	90
145	103
113	75
125	41
103	32
104	52
93	70
84	66
90	58
121	84
98	52
90	53
131	110
87	44
124	89
128	79
108	78
126	74
104	38
90	57
118	31
116	83
82	75
111	84
132	81
122	83
118	63
96	50
104	39
126	75
178	116
124	64
98	93
104	50
110	44
123	100
93	82
109	69
105	67
113	110
107	78
128	68
104	74
124	90
128	63
89	57
109	71
139	92
142	95
106	81
101	42
71	26
109	92
98	71
110	70
120	61
104	56
130	91
54	67
118	100
63	67
84	58
119	78
119	82
138	90
115	94
100	43
71	5
128	92
112	55
157	109
116	95
126	86
110	56
