125	82
135	90
122	92
99	59
110	43
43	14
109	49
95	61
101	65
111	95
93	38
86	59
130	91
147	108
137	88
87	22
93	84
129	75
134	88
137	107
122	60
116	67
108	86
85	26
112	76
97	53
108	81
118	99
136	90
115	54
86	44
133	54
97	57
87	39
115	63
126	84
122	81
111	88
113	80
79	50
112	69
124	83
125	76
101	71
136	76
94	90
106	51
85	32
109	69
111	72
94	81
77	57
138	58
135	97
108	65
93	56
112	95
85	52
135	82
91	42
119	72
125	72
112	72
100	57
110	79
135	103
109	65
137	54
97	34
101	82
95	56
116	30
111	45
104	20
92	55
145	107
137	65
130	79
129	74
105	61
97	25
106	81
115	55
118	96
94	58
111	64
78	52
122	101
92	49
75	26
107	71
109	69
103	78
96	68
110	64
104	89
122	91
110	71
140	89
114	54
