109	79
86	46
120	94
115	94
119	88
105	68
127	87
91	38
81	53
92	36
115	88
103	51
120	52
78	64
85	12
122	84
146	83
114	82
109	60
83	65
108	77
86	40
110	62
117	48
137	99
137	94
114	43
109	97
99	59
142	99
122	65
94	38
107	60
107	48
113	69
115	70
116	91
104	28
127	68
141	90
127	56
74	29
106	63
99	46
93	42
102	84
135	113
114	83
81	51
77	17
117	50
90	72
89	73
147	87
140	120
120	90
94	81
144	120
101	58
129	101
109	65
161	111
121	72
93	78
133	109
94	56
118	74
105	79
105	77
133	81
127	105
94	28
148	94
131	75
83	21
134	108
84	38
110	50
92	53
133	82
81	27
83	16
101	67
105	51
148	99
112	45
152	93
119	89
135	92
103	71
83	4
116	86
100	80
99	42
80	63
127	82
95	35
128	84
116	81
83	40
