127	111
113	68
119	75
97	41
135	97
85	52
120	88
107	67
99	47
97	69
119	47
95	49
98	45
123	53
121	49
113	21
95	57
84	69
87	18
119	74
79	54
115	60
118	44
148	104
99	33
61	64
106	63
79	50
108	40
130	66
107	36
116	81
88	72
134	85
102	31
138	59
118	83
114	77
124	71
109	65
88	45
124	61
114	74
144	84
138	87
102	69
94	68
99	27
149	103
94	53
147	76
89	53
148	92
68	18
109	75
122	86
68	19
149	109
119	66
114	53
123	75
114	78
92	57
129	94
56	6
88	46
106	64
127	87
89	50
114	61
126	65
91	56
96	27
98	28
133	113
108	79
93	38
133	73
105	54
72	21
76	38
94	35
78	28
119	55
87	22
97	72
103	55
118	62
119	63
70	14
93	46
80	40
116	79
98	51
83	46
127	71
112	63
135	82
79	38
115	84
