Mode: 18 #Games: 1000 Notes: u1-3Trick-500
p_0	p_1	p_2	p_3	pt_0	pt_1	pt_2	pt_3	t_0	t_1	t_2	t_3	A_0	A_1	A_2	A_3	S_0	S_1	7_2	7_3	At_02	suits_0	suits_1	suits_2	suit_3	first_0	first_1	first_2	first_3	fp_02
28	17	28	47	2	0	10	18	2	2	3	3	1	0	0	3	1	1	2	0	0	4	4	4	4	0	0	1	0	48
46	23	26	25	11	3	4	12	1	1	4	4	2	0	1	1	2	1	0	1	1	4	3	4	4	0	0	1	0	90
38	26	41	15	12	0	14	4	3	1	3	3	1	1	2	0	2	1	1	0	1	4	4	4	4	0	0	0	1	94
42	25	34	19	0	15	15	0	3	4	3	0	2	0	1	1	2	1	1	0	1	4	3	4	3	1	0	0	0	85
56	8	35	21	21	3	2	4	4	2	2	2	3	0	0	1	2	0	2	0	1	4	4	4	3	0	0	0	1	81
43	18	28	31	11	13	4	2	2	3	3	2	2	0	0	2	1	1	2	0	1	4	4	4	4	1	0	0	0	86
15	37	26	42	10	18	2	0	4	4	2	0	0	1	0	3	1	1	2	0	0	4	3	4	3	1	0	0	0	31
30	37	34	19	6	14	10	0	4	4	2	0	2	1	1	0	0	1	2	1	0	4	4	4	3	0	1	0	0	94
32	18	42	28	17	0	13	0	4	1	4	1	2	1	0	1	0	0	3	1	1	4	4	3	4	0	1	0	0	67
41	41	23	15	14	10	4	2	3	1	4	2	3	1	0	0	0	2	1	1	1	4	4	3	4	0	0	1	0	98
27	37	32	24	0	11	0	19	1	3	0	6	1	1	2	0	1	2	0	1	0	4	4	3	3	0	1	0	0	71
12	28	45	35	0	6	14	10	3	2	3	2	0	0	2	2	0	1	2	1	1	4	4	4	3	1	0	0	0	67
30	23	23	44	3	2	15	10	2	1	3	4	1	1	1	1	1	0	0	3	1	4	4	4	4	0	1	0	0	46
24	49	19	28	4	21	5	0	3	2	4	1	1	2	0	1	0	2	1	1	0	4	3	4	4	0	0	0	1	65
41	27	20	32	10	3	0	17	2	3	1	4	2	1	0	1	1	1	1	1	0	4	4	4	4	0	0	1	0	32
37	23	22	38	10	2	7	11	2	1	5	2	1	1	1	1	2	0	0	2	0	4	4	4	4	0	0	0	1	92
35	16	38	31	4	11	13	2	2	2	3	3	1	1	1	1	1	0	2	1	0	3	4	4	3	0	0	1	0	70
42	34	29	15	14	4	2	10	4	2	3	1	2	1	1	0	1	1	1	1	1	3	3	4	4	0	0	1	0	68
