Mode: 15 #Games: 10000 Notes: u1-1Trick-5
p_0	p_1	p_2	p_3	pt_0	pt_1	pt_2	pt_3	t_0	t_1	t_2	t_3	A_0	A_1	A_2	A_3	S_0	S_1	7_2	7_3	At_02	suits_0	suits_1	suits_2	suit_3	first_0	first_1	first_2	first_3	fp_02
35	30	33	22	4	0	12	14	2	1	2	5	2	0	1	1	0	2	2	0	0	4	4	4	4	1	0	0	0	64
48	29	11	32	12	14	0	4	3	5	1	1	0	2	0	2	4	0	0	0	0	4	4	4	3	1	0	0	0	26
14	42	34	30	3	4	0	23	2	1	2	5	0	1	2	1	0	2	1	1	0	4	4	4	4	1	0	0	0	50
28	33	29	30	3	10	13	4	3	2	2	3	0	1	1	2	2	1	1	0	1	4	4	4	4	1	0	0	0	58
28	39	13	40	11	10	3	6	2	2	3	3	2	2	0	0	0	1	1	2	1	4	4	4	4	0	1	0	0	39
30	26	34	30	15	5	10	0	3	4	2	1	2	1	1	0	0	0	2	2	1	4	3	3	4	0	1	0	0	52
31	38	20	31	0	10	3	17	1	3	3	3	1	1	1	1	1	2	0	1	0	4	4	4	4	0	1	0	0	35
25	28	33	34	11	5	10	4	1	4	2	3	2	1	1	0	0	1	1	2	1	4	4	4	4	0	0	1	0	80
12	42	36	30	2	14	14	0	4	3	3	0	0	2	2	0	0	1	1	2	0	4	3	4	3	0	1	0	0	93
21	46	34	19	3	21	0	6	2	4	1	3	1	1	2	0	0	3	1	0	0	3	4	4	3	0	0	1	0	74
30	29	28	33	10	11	3	6	2	2	3	3	0	1	2	1	2	1	0	1	0	4	4	4	3	0	0	1	0	67
34	20	55	11	4	2	21	3	1	3	4	2	2	0	2	0	0	1	3	0	1	4	4	4	4	0	0	0	1	86
35	40	16	29	7	11	0	12	4	3	1	2	2	1	0	1	0	2	1	1	0	4	4	4	4	0	0	0	1	80
36	33	34	17	3	6	21	0	2	3	3	2	1	1	1	1	2	0	2	0	1	4	4	4	3	0	0	1	0	56
15	65	33	7	5	21	4	0	3	4	1	2	0	3	1	0	0	3	1	0	0	4	4	4	4	1	0	0	0	35
36	26	32	26	0	4	13	13	2	1	4	3	1	1	1	1	2	0	1	1	0	4	4	4	4	0	0	0	1	62
42	25	35	18	0	10	15	5	1	2	5	2	2	1	1	0	1	1	2	0	1	4	4	4	4	1	0	0	0	84
29	24	20	47	11	3	10	6	2	2	2	4	2	1	0	1	0	0	1	3	1	4	4	4	4	0	1	0	0	54
42	25	37	16	0	2	21	7	1	2	2	5	2	1	1	0	1	1	2	0	1	4	4	4	4	0	0	1	0	65
20	19	45	36	3	0	25	2	2	3	4	1	1	0	1	2	0	1	2	1	1	4	4	4	4	1	0	0	0	63
