Mode: 18 #Games: 10000 Notes: u1-3Trick-5
p_0	p_1	p_2	p_3	pt_0	pt_1	pt_2	pt_3	t_0	t_1	t_2	t_3	A_0	A_1	A_2	A_3	S_0	S_1	7_2	7_3	At_02	suits_0	suits_1	suits_2	suit_3	first_0	first_1	first_2	first_3	fp_02
50	18	17	35	2	11	7	10	1	2	3	4	2	1	0	1	2	0	0	2	0	4	4	4	4	1	0	0	0	71
42	45	17	16	0	12	7	11	1	2	4	3	1	2	0	1	2	1	1	0	0	4	4	4	4	1	0	0	0	57
55	32	31	2	0	17	13	0	0	4	3	3	2	1	1	0	2	1	1	0	0	3	3	4	4	1	0	0	0	86
52	27	33	8	24	0	4	2	4	2	2	2	1	2	1	0	3	0	1	0	1	4	4	3	4	0	1	0	0	74
38	21	16	45	11	0	0	19	1	1	3	5	2	1	1	0	1	0	0	3	1	4	4	4	4	0	1	0	0	56
16	32	39	33	0	7	13	10	1	3	3	3	0	1	2	1	1	1	1	1	1	4	4	4	4	0	1	0	0	24
12	16	48	44	0	12	7	11	2	4	3	1	0	0	2	2	1	1	1	1	0	4	4	4	4	0	0	1	0	51
33	30	30	27	14	2	10	4	2	3	3	2	1	1	1	1	1	1	1	1	1	4	4	4	4	0	0	1	0	87
22	37	40	21	2	17	11	0	1	4	3	2	1	0	2	1	0	3	1	0	1	4	4	4	4	0	0	0	1	74
50	17	30	23	23	4	0	3	4	2	2	2	2	1	1	0	2	0	1	1	1	4	4	4	4	0	0	1	0	77
27	5	42	46	0	5	14	11	2	4	3	1	1	0	1	2	1	0	2	1	0	4	4	4	4	0	0	0	1	75
14	31	42	33	0	11	0	19	1	2	1	6	0	1	2	1	1	1	1	1	0	4	4	4	3	1	0	0	0	60
34	27	35	24	21	2	4	3	3	3	2	2	1	1	1	1	2	1	1	0	1	4	4	4	3	1	0	0	0	71
32	21	39	28	13	10	4	3	2	2	3	3	1	0	1	2	1	1	2	0	1	4	4	4	4	0	1	0	0	55
29	23	27	41	0	2	11	17	1	2	3	4	2	0	1	1	0	1	1	2	1	4	4	4	3	0	0	0	1	65
36	44	16	24	10	13	4	3	4	2	1	3	1	2	0	1	2	1	1	0	0	4	3	4	4	1	0	0	0	64
19	46	36	19	2	14	3	11	4	3	1	2	1	2	0	1	0	2	2	0	0	4	4	4	4	0	0	1	0	54
30	42	33	15	13	0	13	4	3	2	3	2	2	2	0	0	0	1	3	0	1	4	4	4	4	1	0	0	0	70
55	21	36	8	7	10	11	2	2	2	3	3	2	0	2	0	2	1	1	0	1	4	4	4	4	0	1	0	0	91
20	60	25	15	2	21	7	0	3	2	3	2	1	2	0	1	0	3	1	0	0	4	4	4	4	0	1	0	0	50
28	21	20	51	3	11	10	6	2	3	3	2	2	1	0	1	0	0	1	3	0	4	4	4	4	0	0	1	0	70
28	20	49	23	0	3	25	2	1	4	4	1	1	0	2	1	1	1	2	0	1	4	4	4	4	0	1	0	0	69
27	36	24	33	23	0	7	0	4	2	3	1	1	1	0	2	1	2	1	0	1	4	4	3	4	0	0	1	0	40
24	40	31	25	17	2	11	0	4	1	4	1	0	3	1	0	1	0	1	2	1	4	4	4	4	0	0	0	1	44
38	45	23	14	0	23	3	4	2	4	2	2	2	1	1	0	1	3	0	0	0	4	4	4	4	0	0	0	1	70
39	8	27	46	11	2	3	14	1	3	2	4	2	0	0	2	0	0	2	2	1	4	4	4	4	0	0	1	0	43
20	11	57	32	14	0	10	6	4	2	2	2	1	0	3	0	0	0	2	2	1	4	4	4	4	0	0	0	1	90
30	23	40	27	2	0	11	17	1	0	4	5	1	0	3	0	1	1	0	2	1	4	2	4	3	0	0	0	1	103
34	34	29	23	3	11	14	2	2	2	4	2	1	2	0	1	1	1	2	0	0	4	4	4	4	1	0	0	0	66
25	33	26	36	0	0	13	17	2	1	3	4	1	1	1	1	1	1	1	1	0	4	4	4	3	1	0	0	0	53
38	29	27	26	10	17	0	3	2	4	2	2	1	1	1	1	2	0	1	1	0	4	3	4	4	0	1	0	0	48
34	21	19	46	0	13	3	14	2	2	3	3	1	1	1	1	2	0	0	2	0	4	4	3	4	1	0	0	0	72
56	14	26	24	15	3	10	2	2	4	3	1	2	1	0	1	2	0	2	0	1	4	3	4	4	0	0	1	0	63
