91	37
112	53
133	105
132	93
96	86
88	66
136	104
135	86
85	34
56	17
113	95
129	78
126	94
119	116
77	60
124	102
132	89
121	79
101	67
97	57
114	68
130	102
140	120
123	88
80	65
76	39
112	103
120	96
105	85
117	73
97	74
133	103
119	94
125	84
134	117
88	51
136	101
125	86
95	76
126	102
133	93
129	80
100	69
86	47
109	55
123	85
102	101
107	70
113	105
87	69
77	38
114	89
109	104
108	82
118	106
107	64
104	51
95	69
127	103
106	62
108	52
109	61
79	41
130	104
148	120
144	110
99	70
138	102
132	99
90	67
148	86
118	99
88	48
98	62
106	101
117	88
159	120
143	105
107	65
122	116
100	56
136	102
115	94
132	69
130	99
121	100
114	19
65	37
73	28
122	97
117	64
138	120
82	30
81	43
123	67
103	48
95	85
100	91
97	73
102	38
