122	66
153	117
117	87
135	108
106	42
110	58
106	31
118	77
92	65
96	77
108	82
101	66
111	102
114	112
116	72
131	74
138	111
102	72
125	83
140	116
94	72
117	76
95	66
120	94
123	73
136	105
94	60
108	67
88	65
126	84
118	80
79	46
119	88
144	97
115	78
126	102
91	79
70	40
89	33
146	107
113	79
119	81
93	81
114	73
111	73
125	89
102	66
110	107
98	77
129	116
113	78
111	93
114	84
111	74
128	98
112	83
88	57
141	120
100	90
104	89
85	44
114	87
111	82
90	66
123	84
149	97
59	41
119	84
110	55
126	86
114	90
90	65
106	76
73	19
114	98
148	97
129	78
85	44
125	88
122	63
103	67
90	61
94	42
118	62
101	62
118	51
102	29
116	75
106	91
91	70
119	62
114	104
120	63
112	64
116	84
104	58
97	89
97	59
101	58
106	75
