Mode: 18 #Games: 1000 Notes: u1-2Trick-500
p_0	p_1	p_2	p_3	pt_0	pt_1	pt_2	pt_3	t_0	t_1	t_2	t_3	A_0	A_1	A_2	A_3	S_0	S_1	7_2	7_3	At_02	suits_0	suits_1	suits_2	suit_3	first_0	first_1	first_2	first_3	fp_02
22	41	29	28	3	4	11	12	3	1	3	3	1	1	2	0	0	2	0	2	1	4	4	4	4	1	0	0	0	38
36	22	19	43	23	3	0	4	4	3	1	2	2	0	0	2	1	1	1	1	1	4	4	4	4	0	0	1	0	50
32	18	51	19	3	2	10	15	1	3	2	4	1	1	1	1	1	0	3	0	0	4	3	4	4	1	0	0	0	55
44	25	18	33	13	0	3	14	4	2	1	3	3	1	0	0	0	1	1	2	1	4	4	4	4	0	0	1	0	50
10	47	31	32	4	26	0	0	3	4	1	2	0	2	1	1	0	2	1	1	0	4	4	4	4	0	0	0	1	24
20	46	11	43	0	13	6	11	0	4	3	3	1	1	0	2	0	3	0	1	0	3	4	4	4	0	1	0	0	28
30	16	40	34	4	0	23	3	2	3	3	2	2	0	1	1	0	1	2	1	1	4	4	4	4	0	0	0	1	76
17	39	27	37	0	0	12	18	0	3	3	4	1	2	0	1	0	1	2	1	0	3	3	4	4	0	1	0	0	14
27	22	45	26	13	0	6	11	3	2	3	2	1	1	0	2	1	0	3	0	0	4	4	4	4	1	0	0	0	61
25	52	20	23	0	26	0	4	1	4	3	2	1	3	0	0	1	1	1	1	0	4	4	4	4	0	0	1	0	48
35	38	35	12	6	21	0	3	4	4	1	1	1	2	1	0	1	1	2	0	0	4	4	4	4	0	1	0	0	69
36	22	24	38	3	2	0	25	2	2	3	3	1	1	0	2	1	0	2	1	0	4	4	3	4	1	0	0	0	49
23	22	44	31	0	0	23	7	1	0	4	5	1	0	2	1	1	1	1	1	1	4	3	3	3	0	0	0	1	69
14	24	30	52	6	0	10	14	4	2	2	2	0	1	0	3	0	1	2	1	0	3	4	4	4	0	0	1	0	43
12	26	49	33	3	2	4	21	2	3	3	2	0	1	2	1	0	1	2	1	0	4	4	4	4	0	1	0	0	50
47	13	18	42	3	11	12	4	1	4	4	1	2	1	0	1	1	0	1	2	0	4	3	4	4	0	0	0	1	75
46	11	32	31	24	2	4	0	4	4	1	1	3	0	0	1	1	0	2	1	1	4	3	4	4	0	0	1	0	97
31	37	13	39	14	10	2	4	3	3	1	3	2	1	0	1	0	2	0	2	1	4	3	4	4	0	0	1	0	69
18	36	38	28	0	4	15	11	2	1	5	2	1	1	1	1	0	1	2	1	0	4	4	3	4	1	0	0	0	76
26	35	34	25	7	11	0	12	3	2	0	5	0	3	1	0	1	0	2	1	0	4	4	3	3	0	0	0	1	26
27	23	42	28	13	3	14	0	3	4	2	1	1	0	1	2	1	1	2	0	1	4	3	4	4	0	0	0	1	58
21	34	52	13	10	7	11	2	2	3	1	4	0	0	3	1	1	2	1	0	1	4	3	4	4	0	1	0	0	59
19	41	41	19	4	13	13	0	2	3	3	2	0	2	1	1	1	1	2	0	0	3	4	3	4	1	0	0	0	73
12	30	54	24	2	11	17	0	3	3	3	1	0	1	1	2	0	1	3	0	0	4	4	4	4	0	0	1	0	53
18	45	13	44	0	15	2	13	1	2	4	3	1	2	1	0	0	1	0	3	0	4	4	4	4	1	0	0	0	41
32	21	25	42	17	2	0	11	3	3	2	2	1	0	1	2	1	1	1	1	0	4	3	4	4	1	0	0	0	41
25	35	39	21	0	15	0	15	1	3	3	3	0	2	2	0	2	0	1	1	0	4	4	4	4	0	1	0	0	79
48	31	23	18	14	2	14	0	2	1	6	1	0	2	1	1	4	0	0	0	1	4	4	4	4	0	0	0	1	58
48	18	27	27	0	7	13	10	2	3	3	2	2	0	1	1	2	0	1	1	1	4	4	4	4	0	0	1	0	44
30	41	9	40	10	11	9	0	2	2	5	1	0	1	0	3	2	2	0	0	0	4	4	3	4	0	1	0	0	63
27	34	38	21	13	10	4	3	3	3	1	3	1	0	2	1	1	3	0	0	1	4	3	4	4	1	0	0	0	54
37	25	32	26	2	15	0	13	2	3	1	4	2	1	1	0	1	1	1	1	0	4	4	4	4	0	1	0	0	86
16	41	11	52	14	11	2	3	4	2	3	1	0	3	0	1	1	0	0	3	0	4	4	3	4	0	0	1	0	48
27	24	42	27	13	0	2	15	4	2	1	3	1	2	0	1	1	0	3	0	0	4	4	4	4	0	0	1	0	56
42	31	35	12	4	2	21	3	2	2	5	1	2	1	1	0	1	1	2	0	1	4	4	4	4	0	0	0	1	86
32	31	17	40	3	12	11	4	3	3	2	2	1	0	1	2	1	2	0	1	1	4	4	4	4	0	1	0	0	44
26	32	48	14	3	12	15	0	2	2	3	3	1	0	3	0	1	2	0	1	1	4	4	4	4	0	0	0	1	90
29	35	27	29	10	0	9	11	2	2	4	2	1	1	0	2	1	2	1	0	0	4	4	3	3	0	0	1	0	50
43	36	13	28	14	3	2	11	3	3	2	2	2	1	0	1	1	2	0	1	0	4	4	4	4	0	0	0	1	68
17	16	52	35	2	3	21	4	3	2	2	3	1	0	2	1	0	0	3	1	1	4	4	4	4	0	0	0	1	95
19	33	34	34	2	7	21	0	3	2	4	1	0	2	2	0	1	0	1	2	1	4	3	4	4	1	0	0	0	62
22	57	16	25	2	11	0	17	2	2	0	6	1	3	0	0	0	2	1	1	0	4	4	3	4	1	0	0	0	18
27	29	27	37	14	0	14	2	3	1	4	2	1	1	1	1	0	1	1	2	1	4	4	4	4	1	0	0	0	80
27	32	51	10	0	2	25	3	1	2	4	3	0	1	3	0	2	1	1	0	1	4	3	3	4	0	1	0	0	91
35	30	18	37	3	17	10	0	2	4	3	1	2	1	0	1	0	1	1	2	0	4	4	3	4	1	0	0	0	67
23	39	28	30	13	3	14	0	3	2	4	1	1	1	1	1	0	2	1	1	1	4	4	4	4	0	1	0	0	69
16	48	42	14	3	0	21	6	2	0	4	4	0	2	2	0	1	2	1	0	1	4	3	4	3	0	1	0	0	57
36	26	37	21	17	11	2	0	4	2	2	2	1	1	1	1	1	1	2	0	0	4	4	4	4	0	1	0	0	63
21	27	41	31	3	0	6	21	4	0	3	3	1	1	1	1	0	0	2	2	0	4	3	4	4	0	0	1	0	67
34	38	21	27	21	5	4	0	3	2	1	4	2	1	0	1	1	1	1	1	1	4	4	4	3	0	0	0	1	30
10	53	21	36	7	11	2	10	4	1	4	1	0	3	0	1	0	1	1	2	0	4	4	4	4	0	0	1	0	49
16	43	33	28	10	11	6	3	3	2	4	1	0	1	2	1	1	2	0	1	0	4	4	4	4	0	0	1	0	74
8	40	28	44	0	2	25	3	1	4	4	1	0	2	1	1	0	1	1	2	1	4	3	4	4	0	0	1	0	36
18	49	38	15	12	11	3	4	4	2	2	2	0	3	1	0	1	1	2	0	0	4	4	4	4	0	0	0	1	89
39	31	31	19	11	14	0	5	2	3	1	4	2	1	1	0	1	1	1	1	1	4	4	4	4	0	0	0	1	28
21	36	37	26	4	12	14	0	2	3	3	2	1	0	2	1	0	2	1	1	1	4	4	3	4	0	0	0	1	77
23	18	28	51	0	0	17	13	1	1	6	2	1	1	1	1	0	0	1	3	0	4	4	4	4	1	0	0	0	86
8	35	23	54	0	10	2	18	2	2	2	4	0	0	1	3	0	3	0	1	0	4	4	4	4	0	1	0	0	25
24	47	21	28	0	21	4	5	0	4	3	3	1	2	0	1	1	2	1	0	0	3	4	4	4	1	0	0	0	37
40	12	26	42	10	0	5	15	2	3	2	3	1	0	1	2	2	1	0	1	0	4	4	4	4	1	0	0	0	58
29	40	30	21	3	15	12	0	2	2	4	2	2	2	0	0	0	1	2	1	0	4	4	4	4	0	1	0	0	72
18	32	31	39	0	4	11	15	2	2	2	4	1	1	2	0	0	1	0	3	1	4	4	4	4	0	0	1	0	63
21	39	27	33	0	14	2	14	1	4	2	3	0	1	2	1	1	2	0	1	0	4	4	4	4	1	0	0	0	27
35	23	32	30	4	0	15	11	2	1	5	2	1	1	1	1	1	1	1	1	0	4	4	3	4	0	1	0	0	83
23	44	36	17	0	0	19	11	0	2	4	4	0	2	1	1	1	2	1	0	0	3	4	4	4	0	0	1	0	80
