Mode: 18 #Games: 10000 Notes: u2-2Trick-5
p_0	p_1	p_2	p_3	pt_0	pt_1	pt_2	pt_3	t_0	t_1	t_2	t_3	A_0	A_1	A_2	A_3	S_0	S_1	7_2	7_3	At_02	suits_0	suits_1	suits_2	suit_3	first_0	first_1	first_2	first_3	fp_02
31	31	30	28	15	0	15	0	3	1	3	3	2	1	0	1	0	1	2	1	1	4	4	4	4	1	0	0	0	60
14	40	41	25	3	13	10	4	3	2	3	2	0	2	1	1	0	1	3	0	0	4	4	4	4	1	0	0	0	58
18	19	30	53	3	2	0	25	2	2	1	5	1	1	1	1	0	0	1	3	0	4	4	4	4	1	0	0	0	50
15	22	57	26	0	6	21	3	2	3	4	1	0	0	3	1	1	1	2	0	1	4	4	4	4	1	0	0	0	118
26	39	9	46	3	16	0	11	3	4	1	2	1	1	0	2	1	1	0	2	0	4	4	4	4	0	1	0	0	63
9	24	37	50	0	0	6	24	1	4	2	3	0	1	2	1	0	1	0	3	0	4	3	4	4	0	1	0	0	32
24	49	19	28	6	13	11	0	3	4	1	2	1	2	1	0	0	2	0	2	1	4	4	4	4	0	0	1	0	36
24	23	37	36	10	3	11	6	1	4	3	2	0	0	3	1	1	2	0	1	1	4	4	4	4	0	0	1	0	56
16	35	28	41	2	4	3	21	1	3	3	3	0	1	1	2	0	2	1	1	0	4	4	4	4	0	1	0	0	37
35	26	37	22	6	13	11	0	3	4	2	1	2	0	1	1	0	2	2	0	1	4	3	4	4	0	1	0	0	79
23	42	14	41	0	14	2	14	3	2	3	2	1	1	0	2	1	2	0	1	0	4	4	4	4	0	0	1	0	41
16	43	47	14	3	16	11	0	3	3	2	2	1	1	2	0	0	2	1	1	1	4	4	4	4	0	0	1	0	42
19	20	53	28	6	0	11	13	5	1	2	2	1	0	3	0	0	0	2	2	1	4	4	4	4	0	0	0	1	106
13	36	28	43	3	15	12	0	1	4	4	1	0	2	0	2	0	1	2	1	0	4	3	4	4	0	0	0	1	44
17	27	37	39	3	13	0	14	3	4	0	3	1	1	2	0	0	1	0	3	0	4	4	3	4	0	0	0	1	62
30	40	33	17	4	11	2	13	2	1	3	4	1	3	0	0	1	0	2	1	0	4	4	4	4	1	0	0	0	28
26	19	46	29	0	0	17	13	0	2	4	4	0	1	3	0	2	0	0	2	1	3	4	4	4	0	0	0	1	75
24	39	34	23	0	0	14	16	1	3	2	4	0	2	2	0	2	1	0	1	1	4	4	4	4	1	0	0	0	48
24	47	36	13	12	4	14	0	4	2	3	1	0	3	1	0	2	1	1	0	1	4	4	4	4	1	0	0	0	66
36	25	42	17	18	2	10	0	4	3	2	1	1	1	2	0	1	0	2	1	1	4	4	4	4	0	1	0	0	97
29	18	26	47	11	3	0	16	1	4	2	3	2	1	1	0	0	0	1	3	1	4	4	4	4	0	1	0	0	56
38	34	41	7	25	2	0	3	3	1	0	6	2	1	1	0	1	1	2	0	1	3	4	3	3	0	1	0	0	51
39	23	11	47	0	0	7	23	2	2	3	3	2	1	0	1	1	1	0	2	0	4	4	4	4	0	0	1	0	51
23	53	16	28	14	14	0	2	3	3	0	4	1	1	0	2	0	3	1	0	1	4	4	3	4	0	0	1	0	38
41	12	43	24	6	0	24	0	2	1	3	4	1	0	1	2	2	0	2	0	1	4	4	4	4	0	0	0	1	74
47	30	29	14	0	6	21	3	0	5	4	1	1	2	1	0	3	0	1	0	1	3	4	4	4	1	0	0	0	66
27	46	6	41	2	10	0	18	2	1	2	5	0	2	0	2	1	2	0	1	0	4	4	4	4	0	0	1	0	4
20	38	13	49	10	7	0	13	2	2	4	2	0	1	0	3	1	1	1	1	0	4	4	3	4	0	0	0	1	37
20	26	40	34	3	4	11	12	3	2	2	3	1	0	1	2	0	1	2	1	1	4	4	4	4	0	1	0	0	63
37	38	19	26	0	11	15	4	1	4	4	1	1	3	0	0	1	0	1	2	0	4	4	4	4	0	0	0	1	48
25	34	33	28	10	6	11	3	2	4	3	1	1	1	2	0	1	1	0	2	1	4	3	4	4	1	0	0	0	37
28	43	16	33	14	11	3	2	2	2	4	2	0	3	0	1	2	0	1	1	0	4	4	3	4	1	0	0	0	62
30	20	38	32	14	6	10	0	3	3	3	1	2	0	1	1	0	1	2	1	1	4	4	4	4	0	1	0	0	73
49	26	28	17	21	6	3	0	5	3	2	0	2	0	1	1	2	1	1	0	1	3	4	4	3	0	0	1	0	82
37	27	11	45	2	14	4	10	2	3	3	2	0	2	0	2	2	0	0	2	0	4	4	4	4	0	1	0	0	41
44	33	20	23	10	3	13	4	3	2	3	2	2	1	1	0	2	1	0	1	1	4	4	4	4	1	0	0	0	96
45	35	23	17	2	15	0	13	1	5	2	2	2	1	1	0	1	2	0	1	0	4	3	4	4	0	0	0	1	26
32	47	32	9	9	21	0	0	4	3	0	3	0	2	2	0	2	2	0	0	0	3	4	3	4	0	0	1	0	68
26	52	26	16	5	10	4	11	3	2	2	3	1	2	0	1	1	2	1	0	0	4	4	4	4	0	0	1	0	55
14	41	34	31	0	14	4	12	0	3	2	5	0	3	1	0	1	0	1	2	0	3	4	4	4	0	1	0	0	34
52	6	23	39	12	0	7	11	2	2	3	3	2	0	0	2	2	0	1	1	0	4	4	4	4	0	0	0	1	72
41	38	16	25	4	21	0	5	2	4	2	2	2	1	0	1	1	2	1	0	0	4	3	4	4	0	0	1	0	65
20	53	18	29	0	25	0	5	1	4	2	3	0	1	1	2	1	3	0	0	0	4	4	4	4	0	0	0	1	31
40	39	23	18	17	11	2	0	4	2	3	1	0	3	1	0	3	0	0	1	0	4	4	4	4	1	0	0	0	36
26	28	42	24	0	6	24	0	3	3	4	0	2	0	1	1	0	2	2	0	1	4	4	4	3	1	0	0	0	77
27	25	39	29	2	17	0	11	3	4	2	1	1	0	2	1	1	1	1	1	0	4	4	4	4	0	1	0	0	57
42	30	42	6	3	13	14	0	2	2	3	3	2	1	1	0	1	1	2	0	0	4	4	4	4	0	0	0	1	87
49	15	28	28	6	3	21	0	2	3	4	1	1	0	1	2	2	1	1	0	1	4	4	4	4	0	0	1	0	82
19	39	35	27	0	6	0	24	3	3	0	4	0	2	1	1	1	0	2	1	0	4	4	3	4	0	1	0	0	33
50	6	28	36	15	3	0	12	2	4	1	3	2	0	1	1	2	0	1	1	1	4	3	4	4	1	0	0	0	70
20	20	36	44	6	11	13	0	3	4	3	0	0	1	1	2	1	0	2	1	0	4	3	4	3	0	0	0	1	73
39	28	35	18	12	11	3	4	2	1	2	5	1	2	1	0	2	0	1	1	0	3	4	4	4	0	0	1	0	38
15	32	24	49	4	23	3	0	3	5	1	1	0	1	1	2	0	1	1	2	0	4	3	4	4	1	0	0	0	24
28	50	22	20	0	10	15	5	2	2	3	3	1	1	1	1	1	3	0	0	1	4	4	4	4	0	0	0	1	38
40	38	27	15	0	13	11	6	0	3	4	3	1	1	2	0	2	2	0	0	1	3	3	4	4	0	1	0	0	61
21	52	26	21	9	11	10	0	3	2	3	2	0	3	0	1	1	1	1	1	0	4	3	4	4	1	0	0	0	17
