Mode: 15 #Games: 10000 Notes: u2-1Trick-5
p_0	p_1	p_2	p_3	pt_0	pt_1	pt_2	pt_3	t_0	t_1	t_2	t_3	A_0	A_1	A_2	A_3	S_0	S_1	7_2	7_3	At_02	suits_0	suits_1	suits_2	suit_3	first_0	first_1	first_2	first_3	fp_02
32	41	10	37	4	3	10	13	2	1	4	3	1	1	0	2	1	2	1	0	0	4	4	4	4	1	0	0	0	30
24	42	15	39	4	21	2	3	2	4	3	1	0	2	0	2	1	1	1	1	0	4	4	4	4	1	0	0	0	7
17	18	36	49	6	0	11	13	4	1	2	3	1	0	1	2	0	1	1	2	1	4	4	4	4	1	0	0	0	54
41	41	11	27	15	10	5	0	2	2	4	2	2	0	0	2	1	3	0	0	1	4	4	4	4	1	0	0	0	55
29	18	23	50	25	5	0	0	5	4	1	0	1	1	1	1	1	0	0	3	1	4	4	4	3	0	1	0	0	75
29	3	40	48	3	0	11	16	4	1	2	3	0	0	2	2	2	0	1	1	1	4	4	4	4	0	1	0	0	47
22	46	23	29	3	21	6	0	4	3	2	1	1	2	1	0	0	2	0	2	0	4	4	4	4	0	1	0	0	64
33	28	40	19	17	0	0	13	4	3	0	3	0	0	3	1	2	2	0	0	0	4	4	3	4	0	0	1	0	61
33	39	31	17	0	14	14	2	0	4	4	2	0	2	1	1	2	1	1	0	0	3	4	4	4	0	1	0	0	63
21	15	66	18	10	4	11	5	4	2	2	2	0	0	4	0	1	0	2	1	1	4	4	4	4	0	0	1	0	90
19	40	35	26	4	0	5	21	2	0	4	4	0	2	1	1	1	1	1	1	0	4	3	4	3	0	0	0	1	43
14	47	29	30	3	2	10	15	4	1	1	4	1	0	1	2	0	3	1	0	0	4	4	4	4	0	0	1	0	50
30	22	24	44	15	4	11	0	4	3	2	1	1	1	1	1	1	0	1	2	1	4	4	4	4	0	0	1	0	36
50	28	19	23	14	0	10	6	2	1	3	4	4	0	0	0	0	2	1	1	1	4	4	4	4	0	0	0	1	91
40	20	48	12	12	7	11	0	2	3	3	2	1	1	2	0	2	0	2	0	1	4	4	4	4	1	0	0	0	89
47	29	9	35	15	5	0	10	2	5	1	2	2	0	0	2	1	2	0	1	1	3	4	4	4	0	0	0	1	51
41	31	19	29	11	5	10	4	1	3	2	4	2	1	0	1	1	1	1	1	1	4	4	4	4	0	0	0	1	49
27	5	59	29	0	5	15	10	0	5	2	3	0	0	3	1	2	0	1	1	1	3	4	4	4	1	0	0	0	45
18	40	25	37	3	0	14	13	4	2	2	2	0	2	0	2	1	1	1	1	0	4	4	4	4	0	1	0	0	54
9	33	39	39	7	0	23	0	3	2	5	0	0	2	1	1	0	0	2	2	1	4	4	3	3	1	0	0	0	32
41	10	32	37	11	0	6	13	2	2	3	3	2	0	1	1	1	0	1	2	1	4	4	3	4	0	1	0	0	70
29	34	29	28	2	21	4	3	2	2	3	3	1	1	0	2	1	1	2	0	0	4	4	4	4	0	1	0	0	54
19	46	18	37	11	14	0	5	4	3	0	3	1	2	0	1	0	2	1	1	1	4	4	3	4	0	0	1	0	24
63	11	7	39	11	2	3	14	2	2	4	2	4	0	0	0	1	0	0	3	1	4	4	3	4	0	0	1	0	96
24	32	25	39	3	0	0	27	3	0	2	5	1	2	0	1	0	0	2	2	0	4	3	4	4	1	0	0	0	0
30	36	9	45	2	14	3	11	3	3	2	2	0	2	0	2	2	1	0	1	0	4	4	4	4	0	0	1	0	34
15	54	41	10	0	25	2	3	2	3	2	3	0	2	2	0	1	2	1	0	0	4	4	4	4	0	0	0	1	63
29	30	44	17	5	0	25	0	4	1	3	2	1	1	2	0	1	1	1	1	1	3	4	4	4	0	1	0	0	85
33	28	30	29	12	4	14	0	2	3	4	1	1	1	2	0	2	1	0	1	1	4	3	4	4	0	0	0	1	71
36	19	32	33	0	11	13	6	3	1	4	2	1	1	1	1	2	0	1	1	0	4	4	4	4	0	0	0	1	77
37	5	47	31	4	5	0	21	2	3	2	3	1	0	2	1	1	0	2	1	0	4	4	4	4	0	0	1	0	77
42	43	10	25	0	13	7	10	1	2	3	4	1	2	0	1	2	1	0	1	0	4	4	4	4	1	0	0	0	43
38	19	44	19	2	0	14	14	2	3	3	2	1	1	2	0	2	0	1	1	1	4	4	3	3	0	1	0	0	67
37	25	33	25	23	7	0	0	4	2	2	2	2	0	1	1	1	1	2	0	1	4	3	4	4	1	0	0	0	77
37	32	25	26	10	14	0	6	1	3	1	5	1	2	1	0	2	0	0	2	0	4	4	4	4	1	0	0	0	24
27	21	40	32	2	11	10	7	2	3	2	3	1	1	2	0	1	0	1	2	0	4	4	4	4	0	1	0	0	59
14	29	37	40	3	0	11	16	3	1	1	5	1	0	1	2	0	1	2	1	1	4	4	4	4	0	0	1	0	32
27	24	42	27	2	10	7	11	2	3	3	2	1	1	1	1	1	1	2	0	0	4	4	4	4	0	0	0	1	81
21	38	27	34	4	0	14	12	3	1	2	4	0	1	2	1	1	2	0	1	1	4	4	4	4	0	0	1	0	39
9	40	33	38	3	11	12	4	3	2	4	1	0	1	1	2	0	2	2	0	0	4	4	4	4	0	1	0	0	64
29	8	49	34	4	0	24	2	3	2	3	2	1	0	1	2	1	0	3	0	1	4	4	4	4	1	0	0	0	94
35	24	37	24	24	0	4	2	3	1	1	5	1	1	1	1	1	1	2	0	1	4	4	4	4	0	0	0	1	65
26	50	19	25	13	10	7	0	2	2	4	2	1	1	0	2	0	3	1	0	1	4	3	4	4	0	0	0	1	69
45	34	12	29	4	2	10	14	2	1	3	4	2	1	0	1	1	1	1	1	0	4	4	4	4	0	1	0	0	69
26	38	16	40	4	12	3	11	2	6	1	1	0	1	1	2	1	2	0	1	0	4	4	4	4	0	0	1	0	21
51	17	20	32	10	0	2	18	2	2	2	4	2	0	1	1	2	1	0	1	0	4	4	4	4	0	0	1	0	57
37	39	17	27	4	3	0	23	2	2	3	3	1	1	1	1	1	2	0	1	0	4	4	4	4	1	0	0	0	48
28	21	28	43	28	2	0	0	7	2	0	1	1	1	0	2	1	0	2	1	1	3	4	3	3	1	0	0	0	92
